start_time,end_time,created_at,updated_at,start_time_timezone_offset,end_time_timezone_offset,distance,duration,elevation_gain,elevation_loss,average_speed,calories,longitude,latitude,max_speed,pause_duration,duration_per_km,notes,pulse_avg,pulse_max,avg_cadence,max_cadence,manual,edited,completed,live_tracking_active,live_tracking_enabled,cheering_enabled,indoor,id,subjective_feeling_id,sport_type_id
1566636133000,1566654084000,1566660297000,1566660301000,7200000,7200000,116105,15565696,1975,2043,26.852673,5023,15.805031,47.716145,70.505745,2384303,134066,Dookola raxa,0,0,0,0,False,False,True,False,False,False,False,b488f213-2838-49d2-8a98-3dc307530101,1,22
