start_time,end_time,created_at,updated_at,start_time_timezone_offset,end_time_timezone_offset,distance,duration,elevation_gain,elevation_loss,average_speed,calories,longitude,latitude,max_speed,pause_duration,duration_per_km,temperature,pulse_avg,pulse_max,manual,edited,completed,live_tracking_active,live_tracking_enabled,cheering_enabled,indoor,altitude_refined,id,weather_condition_id,subjective_feeling_id,sport_type_id
1397373065000,1397384721000,1397387982000,1397392974000,7200000,7200000,42694,11652349,474,453,13.19,3490,16.415213,48.231293,17.333,2603,272918,12.0,0,0,False,False,True,False,False,False,False,False,55d62af6455015af9835da06,1,1,1
