start_time,end_time,created_at,updated_at,start_time_timezone_offset,end_time_timezone_offset,distance,duration,elevation_gain,elevation_loss,average_speed,calories,max_speed,pause_duration,duration_per_km,notes,pulse_avg,pulse_max,avg_cadence,max_cadence,manual,edited,completed,live_tracking_active,live_tracking_enabled,cheering_enabled,indoor,id,sport_type_id
1565956980000,1565964549000,1566122973000,1566123075000,0,0,24977,7569000,572,574,11.88,985,42.76419,0,303039,slad od sebka. 2x skocznia 1x telegraf 1x karczowka,136,170,0,0,False,False,True,False,False,False,False,dc931e51-074e-43c8-8551-9cc968fe96fd,4
